Origin Img Path,Trimmed_Imgs Names,STD Red Origin,STD Red Trimmed,STD Green Origin,STD Green Trimmed,STD Blue Origin,STD Blue Trimmed,Accuracy,Luxes
new_images/NORMAL/airbuds/airbuds_1.jpg,NORMAL_airbuds_1.jpg,38.1914255120032,74.09800185974613,38.36893711279862,77.9316156918263,38.55565151685145,70.37753464345376,0.97251725,1613.0
new_images/NORMAL/airbuds/airbuds_10.jpg,NORMAL_airbuds_10.jpg,36.81974903867262,71.71494748985691,36.65670821732697,72.06972678368692,37.002855968511255,75.77077024502371,0.98176116,1108.0
new_images/NORMAL/airbuds/airbuds_11.jpg,NORMAL_airbuds_11.jpg,35.73433997748585,71.23313415816406,35.92651804157788,70.30276228880344,36.08357900758895,74.28165016775516,0.97881854,1047.0
new_images/NORMAL/airbuds/airbuds_12.jpg,NORMAL_airbuds_12.jpg,36.51316537441971,71.06056746647336,36.42308851309237,74.63745032730955,36.63230365147738,67.26825637979854,0.9605865,983.0
new_images/NORMAL/airbuds/airbuds_13.jpg,NORMAL_airbuds_13.jpg,32.63290074353642,64.80961717258846,32.79887132457297,63.93480330800136,32.767527815619175,65.04585364501722,0.9573718,927.0
new_images/NORMAL/airbuds/airbuds_14.jpg,NORMAL_airbuds_14.jpg,37.13269807850631,72.40809253329554,37.2373664193788,72.08546627207309,37.358782222953934,75.31858693991332,0.9817078,860.0
new_images/NORMAL/airbuds/airbuds_15.jpg,NORMAL_airbuds_15.jpg,31.97702999105157,63.92735570074202,32.13942235224215,63.72106261719011,31.90669254750463,67.82987361263285,0.9792731,790.0
new_images/NORMAL/airbuds/airbuds_16.jpg,NORMAL_airbuds_16.jpg,30.68055240399109,62.68018367561056,30.819929135628367,63.15912839304251,30.89992808333954,66.55461888827834,0.9839522,719.0
new_images/NORMAL/airbuds/airbuds_17.jpg,NORMAL_airbuds_17.jpg,31.01069700914598,63.22530229681391,30.985521862704957,62.09641861709241,31.01602961183047,66.75082666769211,0.9799709,649.0
new_images/NORMAL/airbuds/airbuds_18.jpg,NORMAL_airbuds_18.jpg,29.57627445778912,60.66066518213512,29.564888583586384,60.01605170465883,29.63486219620596,62.88502562109015,0.9806669,574.0
new_images/NORMAL/airbuds/airbuds_19.jpg,NORMAL_airbuds_19.jpg,31.58846032362584,61.03146651484665,31.38803033947529,60.01784823392975,31.52033012101079,61.30317270087646,0.97972274,494.0
new_images/NORMAL/airbuds/airbuds_2.jpg,NORMAL_airbuds_2.jpg,37.98995404464242,72.86102421413952,38.10154672259803,73.41863583565224,38.523921114951264,76.68284997288094,0.9829636,1558.0
new_images/NORMAL/airbuds/airbuds_20.jpg,NORMAL_airbuds_20.jpg,36.029162564141046,68.38991010169357,36.255507005066754,68.60093108225892,36.17089666336873,67.84498863482354,0.9688624,416.0
new_images/NORMAL/airbuds/airbuds_21.jpg,NORMAL_airbuds_21.jpg,32.952259055071806,62.04122882466203,32.78691539299869,62.1938934139933,32.82260399988601,62.12930716922446,0.97895706,337.6
new_images/NORMAL/airbuds/airbuds_22.jpg,NORMAL_airbuds_22.jpg,19.031449311227,42.14486199171897,18.78821701932975,41.897617151249904,18.85890306530019,41.71310956939193,0.93205386,256.1
new_images/NORMAL/airbuds/airbuds_23.jpg,NORMAL_airbuds_23.jpg,32.885498487972924,61.79951473033927,33.00178042305932,62.16981481734764,32.473815544029534,61.30382391934286,0.98370373,173.4
new_images/NORMAL/airbuds/airbuds_24.jpg,NORMAL_airbuds_24.jpg,39.48395770669923,73.40441181778512,39.57817422519639,73.66975967456159,39.60880211343321,72.88762413697447,0.982147,88.1
new_images/NORMAL/airbuds/airbuds_25.jpg,NORMAL_airbuds_25.jpg,38.22789968508029,71.5204879287017,38.312850707314745,70.96245962809071,38.10296493736081,70.47254374081761,0.9740794,175.1
new_images/NORMAL/airbuds/airbuds_26.jpg,NORMAL_airbuds_26.jpg,29.99641117133385,61.56145694437656,30.00659758182357,61.34513041285884,30.06725020862441,64.1060755394238,0.9835031,260.9
new_images/NORMAL/airbuds/airbuds_27.jpg,NORMAL_airbuds_27.jpg,32.23778299287227,65.07817007143058,32.08041526382145,64.56205410476787,32.13684567475221,67.54901069644298,0.983377,344.7
new_images/NORMAL/airbuds/airbuds_28.jpg,NORMAL_airbuds_28.jpg,34.093555924185374,67.55087047718328,34.16440707862425,66.91913378158426,34.47930135925353,72.70173736933246,0.96429855,428.0
new_images/NORMAL/airbuds/airbuds_29.jpg,NORMAL_airbuds_29.jpg,33.25025496949257,66.02579957111257,33.2609056812945,66.60725818854102,33.25655173081977,69.66287011306164,0.9774527,510.0
new_images/NORMAL/airbuds/airbuds_3.jpg,NORMAL_airbuds_3.jpg,37.62751605933515,73.25986467421879,37.79681652990797,73.40124001737448,38.25283889020163,77.15147629531897,0.9717248,1503.0
new_images/NORMAL/airbuds/airbuds_30.jpg,NORMAL_airbuds_30.jpg,34.883371710796254,69.66175994044401,34.764291119160575,69.399708904646,34.85483287175175,68.57898499172676,0.9753482,594.0
new_images/NORMAL/airbuds/airbuds_31.jpg,NORMAL_airbuds_31.jpg,37.20148670340572,72.60158519970867,36.94746058594555,72.85300021010035,37.11002872231216,76.66891435843,0.98464686,672.0
new_images/NORMAL/airbuds/airbuds_32.jpg,NORMAL_airbuds_32.jpg,38.097010514814606,75.14441007510476,38.21379002495026,74.6766694508617,38.3678113302936,75.07919434589138,0.98479366,752.0
new_images/NORMAL/airbuds/airbuds_33.jpg,NORMAL_airbuds_33.jpg,38.09259546149429,74.27268323191545,38.31627714725368,74.04859168710297,38.60592688517633,78.30964047985633,0.9784328,798.0
new_images/NORMAL/airbuds/airbuds_34.jpg,NORMAL_airbuds_34.jpg,37.29648106725352,73.76092104515016,37.43989390185213,75.72093233592634,37.77186940623085,68.36671664887739,0.97531104,827.0
new_images/NORMAL/airbuds/airbuds_35.jpg,NORMAL_airbuds_35.jpg,36.55063709629508,72.1777891851239,36.52562137170983,72.13391642263616,36.78256272765729,75.61901445335924,0.9826577,901.0
new_images/NORMAL/airbuds/airbuds_36.jpg,NORMAL_airbuds_36.jpg,38.857934946598014,77.40066664089873,39.01092518706288,79.59420068387762,39.4629518152434,71.59533838113317,0.98378366,973.0
new_images/NORMAL/airbuds/airbuds_37.jpg,NORMAL_airbuds_37.jpg,39.1878617789038,76.89988064861475,39.1612801593012,77.00530254234528,39.93775002216025,80.26673146913421,0.9757577,1037.0
new_images/NORMAL/airbuds/airbuds_38.jpg,NORMAL_airbuds_38.jpg,38.63412481114124,75.38435797041583,38.52956977327389,75.13354548445369,38.95785065431827,76.15667299482033,0.97999954,1104.0
new_images/NORMAL/airbuds/airbuds_39.jpg,NORMAL_airbuds_39.jpg,38.32764978372237,75.80955305299862,38.58203739024287,76.4592296768282,38.9487973511913,78.12432636746617,0.9711339,1170.0
new_images/NORMAL/airbuds/airbuds_4.jpg,NORMAL_airbuds_4.jpg,38.64393173793131,75.11990847795538,38.46838526293577,74.53994826453811,38.62920673458974,79.70770254407867,0.9735258,1448.0
new_images/NORMAL/airbuds/airbuds_40.jpg,NORMAL_airbuds_40.jpg,37.49170710129906,72.63397305825062,37.394563806728975,73.3094419674382,37.856523092639925,77.02572016245861,0.978264,1235.0
new_images/NORMAL/airbuds/airbuds_41.jpg,NORMAL_airbuds_41.jpg,38.24713728898503,74.23414076926528,38.26732450169134,75.44467160805773,38.70390767268601,78.18364417846185,0.9747236,1299.0
new_images/NORMAL/airbuds/airbuds_42.jpg,NORMAL_airbuds_42.jpg,38.09197947049628,75.0056580623608,38.0911232814091,74.48039955301192,38.57358565672456,75.02033407509917,0.9693568,1359.0
new_images/NORMAL/airbuds/airbuds_43.jpg,NORMAL_airbuds_43.jpg,38.53000874113346,74.76900663119066,38.636399036870216,75.2330369667562,39.09840233441984,77.99227533071526,0.9809667,1419.0
new_images/NORMAL/airbuds/airbuds_44.jpg,NORMAL_airbuds_44.jpg,38.29941871693073,74.78266704864598,38.15089830746672,75.25012111750915,38.82007244572527,78.37234824655293,0.9751364,1474.0
new_images/NORMAL/airbuds/airbuds_45.jpg,NORMAL_airbuds_45.jpg,38.24559654890932,75.09700240062953,38.33755049266682,75.5698623063963,38.75738975236422,78.54154990360746,0.98315716,1531.0
new_images/NORMAL/airbuds/airbuds_46.jpg,NORMAL_airbuds_46.jpg,37.61589988285424,74.45572149941478,37.80401942318582,74.3816677047,38.25752003862996,78.17872692573802,0.9850218,1583.0
new_images/NORMAL/airbuds/airbuds_47.jpg,NORMAL_airbuds_47.jpg,37.59405178419146,74.44924882912859,37.70167897086577,73.52927457111879,38.089089486934085,77.52637457015024,0.97714657,1635.0
new_images/NORMAL/airbuds/airbuds_5.jpg,NORMAL_airbuds_5.jpg,38.188970308473245,74.76009935045384,37.84976316011775,77.02441978706219,38.42590149207166,69.65105956489401,0.9780845,1393.0
new_images/NORMAL/airbuds/airbuds_6.jpg,NORMAL_airbuds_6.jpg,37.55906457041124,73.21910661382994,37.40821725078521,72.93975691221088,37.93781827616812,76.74471330987126,0.9827804,1338.0
new_images/NORMAL/airbuds/airbuds_7.jpg,NORMAL_airbuds_7.jpg,38.02448726100315,74.12735685481663,38.28803472881655,74.53247749790154,38.34883721799426,77.08060644933178,0.98120713,1283.0
new_images/NORMAL/airbuds/airbuds_8.jpg,NORMAL_airbuds_8.jpg,37.30053781821085,72.90838776960813,37.29078676801789,73.36106529719562,37.40231835341061,77.2785228244259,0.98129916,1226.0
new_images/NORMAL/airbuds/airbuds_9.jpg,NORMAL_airbuds_9.jpg,38.00696550743473,73.71287934091437,37.80699643653895,73.87655436449496,38.296243504938005,77.32126041680102,0.9752705,1171.0
new_images/NORMAL/arduino/arduino_1.jpg,NORMAL_arduino_1.jpg,31.78386080054022,75.68323294876345,31.750456853668524,81.67471694168182,31.116637375008533,55.53067663926645,0.97088397,1613.0
new_images/NORMAL/arduino/arduino_10.jpg,NORMAL_arduino_10.jpg,27.323000778241354,71.50619685023081,26.84554371046225,63.75664662862966,26.460393392752653,67.44862134399197,0.9657559,1108.0
new_images/NORMAL/arduino/arduino_11.jpg,NORMAL_arduino_11.jpg,26.06922908068267,70.61416843237934,25.912968058102628,63.80732119413899,25.87322901287099,64.95139327636437,0.98057896,1047.0
new_images/NORMAL/arduino/arduino_12.jpg,NORMAL_arduino_12.jpg,27.839173504332365,72.1240915898032,27.468036971602142,65.01042123487436,27.480838573727656,68.67257223795959,0.9798461,983.0
new_images/NORMAL/arduino/arduino_13.jpg,NORMAL_arduino_13.jpg,28.869789685104934,76.15374508269464,28.59418040052517,69.91780472876835,28.639713984436707,71.6239243152611,0.95412296,927.0
new_images/NORMAL/arduino/arduino_14.jpg,NORMAL_arduino_14.jpg,27.183044937952875,70.04363180035439,26.929621889436632,65.12096935532033,26.58366240326628,64.2494192641103,0.98564476,860.0
new_images/NORMAL/arduino/arduino_15.jpg,NORMAL_arduino_15.jpg,28.466155984867083,75.48114907910558,28.216976457740238,68.01411749732198,28.09476391694031,72.69539872753391,0.9730792,790.0
new_images/NORMAL/arduino/arduino_16.jpg,NORMAL_arduino_16.jpg,27.568677912307688,68.76860427065053,27.104179441736964,73.19945048029584,27.14451912447941,64.32930039172577,0.9801656,719.0
new_images/NORMAL/arduino/arduino_17.jpg,NORMAL_arduino_17.jpg,24.63667784141621,61.93208078525584,24.534643834198768,68.92368147527525,24.237761793118796,58.24245704685414,0.98430663,649.0
new_images/NORMAL/arduino/arduino_18.jpg,NORMAL_arduino_18.jpg,27.37552953959617,69.59262531193242,27.279180632629974,71.67653467675943,26.986478917548396,67.63040465337734,0.99062085,574.0
new_images/NORMAL/arduino/arduino_19.jpg,NORMAL_arduino_19.jpg,23.873635704911678,64.61134411776477,23.927587266335845,59.7755744525397,23.637304007044683,60.56806813000242,0.9944763,494.0
new_images/NORMAL/arduino/arduino_2.jpg,NORMAL_arduino_2.jpg,28.54527341870473,74.43324132010872,28.762892632231942,67.2701763073439,28.36895092426243,71.35532903191785,0.97500676,1558.0
new_images/NORMAL/arduino/arduino_20.jpg,NORMAL_arduino_20.jpg,26.5786800394393,69.52213816099504,26.324200601849032,68.65625318069127,26.157074267585223,70.28187755592249,0.99051285,416.0
new_images/NORMAL/arduino/arduino_21.jpg,NORMAL_arduino_21.jpg,25.158859470900968,63.75767025607252,25.13317575312559,64.02766290810118,24.96436314195364,64.38855756185322,0.99021786,337.6
new_images/NORMAL/arduino/arduino_22.jpg,NORMAL_arduino_22.jpg,12.830030840104191,43.18525786166453,12.590962991558031,43.02192695733037,12.49246144208356,42.256982000725536,0.9621598,256.1
new_images/NORMAL/arduino/arduino_23.jpg,NORMAL_arduino_23.jpg,25.15488892874995,64.3529909091531,25.296697275262343,63.74253871860659,24.60301541627169,65.25759453157272,0.9831108,173.4
new_images/NORMAL/arduino/arduino_24.jpg,NORMAL_arduino_24.jpg,31.678027902233616,76.26718863528514,31.29434110359291,74.71484508531762,31.16912862100985,77.14052149184262,0.9590124,88.1
new_images/NORMAL/arduino/arduino_25.jpg,NORMAL_arduino_25.jpg,28.768335864931423,72.0344555895893,28.62944530385868,74.95510610450496,28.38335236292614,67.16155231379234,0.9921354,175.1
new_images/NORMAL/arduino/arduino_26.jpg,NORMAL_arduino_26.jpg,25.414553636740976,64.55521157467625,25.03772015490938,66.25122503905214,24.702556941427023,63.53104073088718,0.9930997,260.9
new_images/NORMAL/arduino/arduino_27.jpg,NORMAL_arduino_27.jpg,27.03467580696418,68.64234201332647,26.6867198544427,69.74506406347935,26.409113585691298,67.09745737051348,0.9928038,344.7
new_images/NORMAL/arduino/arduino_28.jpg,NORMAL_arduino_28.jpg,23.56289353569912,66.85846425585608,23.46338258105727,59.720879141811984,23.388858692495027,58.910596430580384,0.98769665,428.0
new_images/NORMAL/arduino/arduino_29.jpg,NORMAL_arduino_29.jpg,24.62581638953479,67.76396558062464,24.476779395019868,60.64576574362778,24.29545425017244,57.69351271159115,0.98909396,510.0
new_images/NORMAL/arduino/arduino_3.jpg,NORMAL_arduino_3.jpg,28.49519309656173,74.19155356554991,28.29041151657229,66.74421326479953,27.671434077201145,71.35129770962915,0.9746931,1503.0
new_images/NORMAL/arduino/arduino_30.jpg,NORMAL_arduino_30.jpg,27.11551612629796,72.30349216844473,27.057495367375665,67.49758224994636,26.668038123008728,66.53882264098904,0.9764842,594.0
new_images/NORMAL/arduino/arduino_31.jpg,NORMAL_arduino_31.jpg,27.18293181253917,71.10419302549643,27.05636369964332,64.40377772829841,26.60000986261769,65.60884589310552,0.97969115,672.0
new_images/NORMAL/arduino/arduino_32.jpg,NORMAL_arduino_32.jpg,28.023725033222373,72.40603739284738,27.567709494458068,68.21173006967416,27.4832687598909,68.06864876788178,0.98608303,752.0
new_images/NORMAL/arduino/arduino_33.jpg,NORMAL_arduino_33.jpg,27.132189231896348,72.00597787116726,26.77434510040452,66.90077442599895,26.381809275120958,66.53115095235253,0.9836205,798.0
new_images/NORMAL/arduino/arduino_34.jpg,NORMAL_arduino_34.jpg,27.331290988724614,73.0817089139121,27.020717779743784,66.64074462702563,26.93566280148969,65.29183962018266,0.98119414,827.0
new_images/NORMAL/arduino/arduino_35.jpg,NORMAL_arduino_35.jpg,26.678491292910383,70.14602159856022,26.6077294302257,62.674004629881885,26.092252119349958,64.15805090256923,0.9816694,901.0
new_images/NORMAL/arduino/arduino_36.jpg,NORMAL_arduino_36.jpg,29.147561525485195,75.62779374542006,29.13579972999945,71.32518387014304,28.784200135997104,71.33964583393623,0.97968316,973.0
new_images/NORMAL/arduino/arduino_37.jpg,NORMAL_arduino_37.jpg,27.85036695148848,69.65217591710876,27.76613310610419,73.00394204889487,27.266713703988565,67.21550510213264,0.9825713,1037.0
new_images/NORMAL/arduino/arduino_38.jpg,NORMAL_arduino_38.jpg,29.28111078138637,71.9836289195632,29.118628686028195,74.27264116089111,28.84397653997952,71.03439544624224,0.98184556,1104.0
new_images/NORMAL/arduino/arduino_39.jpg,NORMAL_arduino_39.jpg,29.441801628971728,73.2283428903668,29.38518695670848,70.13106615121556,28.655596989274684,69.95043991601801,0.96878135,1170.0
new_images/NORMAL/arduino/arduino_4.jpg,NORMAL_arduino_4.jpg,27.681604031823937,72.50557585849016,27.52826798391872,65.67692304488195,27.25831888785185,68.98137161784604,0.9722909,1448.0
new_images/NORMAL/arduino/arduino_40.jpg,NORMAL_arduino_40.jpg,27.686486653417703,71.48184681925444,27.590762250339942,67.9319214769872,27.457821188951687,66.35761699558938,0.9865225,1235.0
new_images/NORMAL/arduino/arduino_41.jpg,NORMAL_arduino_41.jpg,27.7216569800842,71.95582029457901,27.45836227728481,68.03447554387698,27.133768424030027,66.4505375612269,0.97950125,1299.0
new_images/NORMAL/arduino/arduino_42.jpg,NORMAL_arduino_42.jpg,28.190460780076933,73.63933667662168,27.84420027243965,67.61193732718951,27.94538268802642,70.4551192753143,0.97658134,1359.0
new_images/NORMAL/arduino/arduino_43.jpg,NORMAL_arduino_43.jpg,28.865386398334497,74.10007854500827,28.884350605068885,71.17756232901844,28.46286498509456,69.61406100762716,0.97895294,1419.0
new_images/NORMAL/arduino/arduino_44.jpg,NORMAL_arduino_44.jpg,29.94764206798423,75.5882180795039,29.35988637168897,73.37026851733901,29.025927630764684,72.85272910471949,0.97964936,1474.0
new_images/NORMAL/arduino/arduino_45.jpg,NORMAL_arduino_45.jpg,29.112765596207485,74.02230309966271,28.958740929385684,71.1792280318075,29.049128212785316,71.90347903479113,0.9799699,1531.0
new_images/NORMAL/arduino/arduino_46.jpg,NORMAL_arduino_46.jpg,29.56725146478953,74.65459760262509,29.151411279907865,70.76562379511051,28.661916999934096,71.18482252576521,0.97959447,1583.0
new_images/NORMAL/arduino/arduino_47.jpg,NORMAL_arduino_47.jpg,29.141703569967845,75.08750038396519,29.08888715642502,71.40614942825016,28.824063209202784,72.28023960314697,0.97524196,1635.0
new_images/NORMAL/arduino/arduino_5.jpg,NORMAL_arduino_5.jpg,28.37955461046063,74.1586970297123,28.124236066442545,67.4998015055846,27.77356974202772,70.929384661753,0.969375,1393.0
new_images/NORMAL/arduino/arduino_6.jpg,NORMAL_arduino_6.jpg,28.71173741274616,73.60876894901911,28.553251602634216,68.03474815430745,28.49384977194884,69.58836554743522,0.9691007,1338.0
new_images/NORMAL/arduino/arduino_7.jpg,NORMAL_arduino_7.jpg,27.989256061230197,73.17336096582629,27.91962584509769,66.99132139050427,27.57978254776394,70.17992050959461,0.9716085,1283.0
new_images/NORMAL/arduino/arduino_8.jpg,NORMAL_arduino_8.jpg,28.677961604180197,74.82741094098962,28.516415152675176,68.2039255803214,28.123816427428068,72.34770247679162,0.9755396,1226.0
new_images/NORMAL/arduino/arduino_9.jpg,NORMAL_arduino_9.jpg,27.04521191734909,72.77094722512241,27.088447157878104,65.88014099595543,26.71409366689562,68.40032735477726,0.9801288,1171.0
new_images/NORMAL/fork/fork_1.jpg,NORMAL_fork_1.jpg,47.92801596672006,57.45541111737576,45.34321104856211,57.24431004815141,44.59457606924328,53.25735227699135,0.9513901,1613.0
new_images/NORMAL/fork/fork_10.jpg,NORMAL_fork_10.jpg,46.418726245117234,80.37328992286362,43.58002230868124,64.19632695927181,43.28512266513521,58.5276113349951,0.83937603,1108.0
new_images/NORMAL/fork/fork_11.jpg,NORMAL_fork_11.jpg,46.21431013157613,64.92644865735653,43.685700346196285,81.52471785702062,43.42953208739701,62.85622778940179,0.8656179,1047.0
new_images/NORMAL/fork/fork_12.jpg,NORMAL_fork_12.jpg,47.25793032586608,67.74292913607592,46.13256256694457,67.29588589318615,45.570884870051685,69.0959151485378,0.9439793,983.0
new_images/NORMAL/fork/fork_13.jpg,NORMAL_fork_13.jpg,47.08859850518063,58.53895335206768,44.91181430684538,57.01952545108269,44.65396714654985,57.47752695522737,0.9546978,927.0
new_images/NORMAL/fork/fork_14.jpg,NORMAL_fork_14.jpg,46.59420215001984,73.19472004973352,45.2183794948006,69.83785470941403,44.7147515973942,67.52192828184094,0.90982735,860.0
new_images/NORMAL/fork/fork_15.jpg,NORMAL_fork_15.jpg,46.6952348847021,64.94431542234437,45.39549319557104,79.05589983599252,44.91645944409528,67.51863905928899,0.9160647,790.0
new_images/NORMAL/fork/fork_16.jpg,NORMAL_fork_16.jpg,47.68858882528793,59.57193216407261,45.3555090214168,58.0202847334721,44.89932660208822,57.75857900737861,0.9563874,719.0
new_images/NORMAL/fork/fork_17.jpg,NORMAL_fork_17.jpg,45.842259210825,53.06055435162508,43.582977340581024,52.63619508934279,42.99888963157783,54.6200261637748,0.83551127,649.0
